storeNumber,projectDate,projectTime,manager,duration,streetAddress,city,state,zipCode,totalDoors,vaultDoors,vaultShelves,vaultRun,reachInDoors,reachInFootage,reachInFootage2,uprights,phoneNumber,businessUnit,retailer,jobType,training,trainer,status,projectComments,,,,
2744085,2024-03-01,AM,Tim McLean,1,5455 E Colfax Ave,Denver,CO,80220,5,0,,,5,,,,303-388-2307,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744115,2024-03-04,PM,Tim McLean,0.5,599 29 1/2 Rd,Grand Junction,CO,81504,8,8,,,,,,,970-241-6005,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744116,2024-03-04,AM,Tim McLean,0.5,1015 North Ave,Grand Junction,CO,81501,8,,,,8,,,,970-243-8279,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744061,2024-03-05,AM,Tim McLean,1,3202 E Rd,Clifton,CO,81520,7,7,,,,,,,970-434-6427,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744112,2024-03-06,AM,Tim McLean,1,2119 Grand Ave,Glenwood Springs,CO,81601,7,7,,,,,,,970-945-8419,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740682,2024-03-07,AM,Tim McLean,1,108 Harrison Ave,Leadville,CO,80461,11,5,,,6,,,,719-486-2124,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740633,2024-03-08,AM,Tim McLean,0.5,1012 Summit Blvd,Frisco,CO,80443,10,5,,,5,,,,970-668-5801,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744111,2024-03-08,PM,Tim McLean,0.5,1501 Argentine St,Georgetown,CO,80444,11,8,,,3,,,,303-569-2092,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741129,2024-03-11,AM,Tim McLean,1,895 W 136Th Ave,Broomfield,CO,80023,13,13,,,,,,,303-280-3238,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709850,2024-03-12,AM,Tim McLean,0.5,12801 Washington St,Thornton,CO,80233,9,9,,,,,,,303-452-5266,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709859,2024-03-12,PM,Tim McLean,0.5,2265 E 120th Ave,Northglenn,CO,80233,8,8,,,,,,,303-451-5699,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709839,2024-03-13,PM,Tim McLean,0.5,12051 North Huron Street,Westminster,CO,80234,8,8,,,,,,,303-254-5326,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741139,2024-03-13,AM,Tim McLean,0.5,301 E 120Th Ave,Thornton,CO,80233,9,3,,,6,,,,303-457-0414,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709844,2024-03-14,PM,Tim McLean,0.5,4020 E 104th,Thornton,CO,80241,7,7,,,,,,,303-452-2543,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741115,2024-03-14,AM,Tim McLean,0.5,11195 Huron St,Northglenn,CO,80234,7,4,,,3,,,,303-280-9337,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709862,2024-03-15,AM,Tim McLean,0.5,290 W 104th Ave,Northglenn,CO,80234,8,8,,,,,,,303-451-5425,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741185,2024-03-15,PM,Tim McLean,0.5,5390 W 112th Ave,Westminster,CO,80020,9,6,,,3,,,,303-466-1365,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709889,2024-03-18,AM,Tim McLean,1,10363 North Federal Blvd,Westminster,CO,80260,11,11,,,,,,,303-466-3039,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741150,2024-03-19,AM,Tim McLean,0.5,7605 Church Ranch Blvd,Westminster,CO,80021,8,3,,,5,,,,303-469-6742,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741181,2024-03-19,PM,Tim McLean,0.5,9120 W 100Th Ave Bldg C,Westminster,CO,80020,13,5,,,8,,,,303-431-6482,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741177,2024-03-20,AM,Tim McLean,0.5,9989 W 80th Ave,Arvada,CO,80005,10,4,,,6,,,,303-420-5274,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741180,2024-03-20,PM,Tim McLean,0.5,9180 W 88Th Ave,Westminster,CO,80005,12,4,,,8,,,,303-425-5168,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709882,2024-03-21,AM,Tim McLean,0.5,7805 W 92nd Ave,Westminster,CO,80021,8,8,,,,,,,303-420-2875,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741146,2024-03-21,PM,Tim McLean,0.5,9489 Sheridan Blvd,Westminster,CO,80030,8,3,,,5,,,,303-657-8208,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709883,2024-03-22,PM,Tim McLean,0.5,8815 Federal Blvd,Westminster,CO,80260,9,9,,,,,,,303-426-7975,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741116,2024-03-22,AM,Tim McLean,0.5,3540 W 92nd Ave,Westminster,CO,80030,7,3,,,4,,,,303-427-7290,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744096,2024-03-25,AM,Tim McLean,1,1801 Main Ave,Durango,CO,81301,8,8,,,,,,,970-247-2911,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744062,2024-03-26,AM,Tim McLean,1,"8950 S Interstate 25, Exit 74",Colorado City,CO,81004,13,13,,,,,,,719-676-3367,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741171,2024-03-27,AM,Tim McLean,0.5,430 W Abriendo Ave,Pueblo,CO,81004,11,8,,,3,,,,719-544-4321,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744138,2024-03-27,PM,Tim McLean,0.5,601 W Us Hwy 50,Pueblo,CO,81008,5,5,,,,,,,719-544-9749,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709838,2024-03-28,PM,Tim McLean,0.5,6560 South Academy Blvd,Colorado Springs,CO,80906,9,9,,,,,,,719-538-0681,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740678,2024-03-28,AM,Tim McLean,0.5,1801 Main St,Security,CO,80911,8,3,,,5,,,,719-390-3344,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709887,2024-03-29,AM,Tim McLean,0.5,2890 South Circle Drive,Colorado Springs,CO,80906,12,12,,,,,,,719-576-7604,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740622,2024-03-29,PM,Tim McLean,0.5,6480 S US Hwy 85-87,Fountain,CO,80817,3,3,,,,,,,719-390-6078,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740623,2024-04-01,AM,Tim McLean,0.5,9202 Huron St,Thornton,CO,80260,7,3,,,4,,,,303-426-0117,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744144,2024-04-01,PM,Tim McLean,0.5,8801 N Washington St,Thornton,CO,80229,8,3,,,5,,,,303-288-5419,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740648,2024-04-02,AM,Tim McLean,0.5,8290 N Washington St,Thornton,CO,80229,5,5,,,,6,,,303-289-1629,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744101,2024-04-02,PM,Tim McLean,0.5,801 W 84th Ave,Federal Heights,CO,80221,9,6,,,3,,,,303-427-4963,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741183,2024-04-03,PM,Tim McLean,0.5,7584 Sheridan Blvd,Westminster,CO,80003,10,4,,,6,,,,303-426-1150,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744045,2024-04-03,AM,Tim McLean,0.5,6802 Wadsworth Blvd,Arvada,CO,80003,5,5,,,,,,,303-423-7755,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744095,2024-04-04,PM,Tim McLean,0.5,5810 Broadway,Denver,CO,80216,8,8,,,,,,,303-298-7352,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744147,2024-04-04,AM,Tim McLean,0.5,7285 Pecos St,Westminster,CO,80221,8,5,,,3,,,,303-429-7515,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2740669,2024-04-05,PM,Tim McLean,0.5,5600 E 64th Ave,Commerce City,CO,80022,6,6,,,,,,,303-288-0884,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741165,2024-04-05,AM,Tim McLean,0.5,4600 E 74th Ave,Commerce City,CO,80022,9,6,,,3,,,,303-286-9299,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709865,2024-04-08,AM,Tim McLean,0.5,3040 N Broadway,Boulder,CO,80304,6,6,,,,,,,303-449-0406,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709866,2024-04-08,PM,Tim McLean,0.5,3185 28th St,Boulder,CO,80301,7,2,,,5,,,,720-565-3305,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741110,2024-04-09,AM,Tim McLean,0.5,2995 30Th St,Boulder,CO,80301,10,5,,,5,,,,303-447-8418,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744057,2024-04-09,PM,Tim McLean,0.5,1884 Folsom St,Boulder,CO,80302,5,5,,,,,,,303-443-6455,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744058,2024-04-10,PM,Tim McLean,0.5,1704 Arapahoe Ave,Boulder,CO,80303,4,4,,,,,,,303-449-8798,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709858,2024-04-11,PM,Tim McLean,0.5,225 W South Boulder Road,Lafayette,CO,80026,4,4,,,,,,,303-665-3222,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709861,2024-04-11,AM,Tim McLean,0.5,2877 Baseline Rd,Boulder,CO,80303,6,6,,,,,,,303-444-7510,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709873,2024-04-12,AM,Tim McLean,0.5,425 W Highway 287,Broomfield,CO,80020,10,10,,,,,,,303-466-0503,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2709855,2024-04-15,AM,Tim McLean,0.5,16070 E 6th,Aurora,CO,80011,7,7,,,,,,,303-340-3064,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741140,2024-04-16,AM,Tim McLean,0.5,291 S Sable Blvd,Aurora,CO,80012,7,3,,,4,,,,303-364-5541,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2741716,2024-04-17,AM,Tim McLean,1,1110 S Buckley Rd,Aurora,CO,80017,7,7,,,,,,,303-368-3632,RM - Rocky Mountain,Circle K,Center Store,,,,,,,,
2744074,2024-06-17,AM,Tim McLean,0.5,5601 Quebec St,Commerce City,CO,80022,10,10,,,,,,,303-288-2060,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2744051,2024-06-18,PM,Tim McLean,0.5,3790 Chambers Rd,Aurora,CO,80011,10,5,,,5,,,,303-344-3810,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2744054,2024-06-18,AM,Tim McLean,0.5,1495 N Manila Rd,Bennett,CO,80102,9,9,,,,,,,303-644-3488,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
2744048,2024-06-19,AM,Tim McLean,0.5,12796 E Colfax Ave,Aurora,CO,80011,5,0,,,5,,,,303-366-3067,RM - Rocky Mountain,Circle K,Beverage,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed
